Company,Location,YC Profile Page,Domain Name,YC Batch,Industries
Karbon Card,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/karbon-card,https://www.karboncard.com/,S21,"B2B, FINTECH"
Goodkind,"Toronto, ON, Canada",https://www.ycombinator.com/companies/goodkind,http://wearegoodkind.com/,S21,"SAAS, B2B"
Rootly,"San Francisco, CA, USA",https://www.ycombinator.com/companies/rootly,https://rootly.io/,S21,"SAAS, B2B, DEVELOPER TOOLS"
Level,"San Francisco, CA, USA",https://www.ycombinator.com/companies/level,https://trylevel.app/,S21,FINTECH
jestor,"San Francisco, CA, USA",https://www.ycombinator.com/companies/jestor,https://jestor.com/,S21,"SAAS, B2B"
Baraka,Dubai - United Arab Emirates,https://www.ycombinator.com/companies/baraka,https://www.getbaraka.com/,S21,FINTECH
Archbee,"Bucharest, Romania",https://www.ycombinator.com/companies/archbee,https://www.archbee.io/,S21,"SAAS, DEVELOPER TOOLS"
Varos,,https://www.ycombinator.com/companies/varos,http://varos.io/,S21,"B2B, ECOMMERCE, SAAS"
Carbonfact,"Paris, France",https://www.ycombinator.com/companies/carbonfact,http://www.carbonfact.co/,S21,
TAG,"Islamabad, Islamabad Capital Territory, Pakistan",https://www.ycombinator.com/companies/tag,https://tagme.pk/,S21,FINTECH
Abstra,"Rio de Janeiro, State of Rio de Janeiro, Brazil",https://www.ycombinator.com/companies/abstra,https://abstra.app/,S21,"B2B, SAAS"
Stipop,"Seoul, South Korea",https://www.ycombinator.com/companies/stipop,https://developers.stipop.io/,S21,"MARKETPLACE, B2B, SAAS"
Deskimo,Singapore,https://www.ycombinator.com/companies/deskimo,http://www.deskimo.com/,S21,"PROPTECH, MARKETPLACE"
Yummy,"Caracas, Capital District, Venezuela",https://www.ycombinator.com/companies/yummy-inc,https://apps.apple.com/us/app/yummy-venezuela/id1506748350,S21,"FINTECH, MARKETPLACE, DELIVERY"
Legion Health,"Austin, TX, USA",https://www.ycombinator.com/companies/legion-health,http://www.legion.health/,S21,"RECRUITING, MENTAL HEALTH TECH, TELEMEDICINE"
hotglue,"Washington, DC, USA",https://www.ycombinator.com/companies/hotglue,https://hotglue.xyz/,S21,"B2B, SAAS, DEVELOPER TOOLS"
Beeper,"Palo Alto, CA, USA",https://www.ycombinator.com/companies/beeper,https://beeper.com/,S21,"COMMUNITY, SAAS"
AOA Dx Inc.,"Cambridge, MA, USA",https://www.ycombinator.com/companies/aoa-dx-inc,https://www.aoadx.com/,S21,
Contalink,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/contalink,https://www.contalink.com/,S21,"B2B, FINTECH, SAAS"
ContainIQ,"Hoboken, NJ, USA",https://www.ycombinator.com/companies/containiq,https://www.containiq.com/,S21,"KUBERNETES, SAAS, DEVELOPER TOOLS"
Hedgehog,"San Jose, CA, USA",https://www.ycombinator.com/companies/hedgehog,https://hedgehog.app/,S21,"FINTECH, DECENTRALIZED FINANCE, CRYPTOCURRENCY"
Reframe,"Atlanta, GA, USA",https://www.ycombinator.com/companies/reframe,https://www.reframeapp.com/,S21,"CONSUMER HEALTH SERVICES, MENTAL HEALTH TECH"
Appollo,"London, UK",https://www.ycombinator.com/companies/appollo,https://www.tryappollo.com/,S21,"B2B, ECOMMERCE"
Blixo,"Santa Monica, CA, USA",https://www.ycombinator.com/companies/blixo,https://blixo.com/,S21,"SAAS, FINOPS, FINTECH"
Mentorcam,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/mentorcam,https://mentor.cam/,S21,MARKETPLACE
"Epsilon3, Inc.","Los Angeles, CA, USA",https://www.ycombinator.com/companies/epsilon3-inc,https://www.epsilon3.io/,S21,"B2B, SPACE EXPLORATION, COMMERCIAL SPACE LAUNCH"
Slope,"San Francisco, CA, USA",https://www.ycombinator.com/companies/slope,http://www.slope.so/,S21,FINTECH
Promakhos Therapeutics,"Boston, MA, USA",https://www.ycombinator.com/companies/promakhos-therapeutics,https://www.promakhos.com/,S21,
Unbox,"San Francisco, CA, USA",https://www.ycombinator.com/companies/unbox,https://tryunbox.ai/,S21,"DEVELOPER TOOLS, SAAS, AIOPS"
PaletteHQ,"Paris, France",https://www.ycombinator.com/companies/palettehq,https://palettehq.com/en,S21,"B2B, SAAS"
Palla,"Miami, FL, USA",https://www.ycombinator.com/companies/palla,https://www.palla.app/,S21,"B2B, FINTECH"
Hyperseed,"San Francisco, CA, USA",https://www.ycombinator.com/companies/hyperseed,https://hyperseed.com/,S21,"B2B, SAAS, DEVELOPER TOOLS"
Kiwify,"Balneário Camboriú - State of Santa Catarina, Brazil",https://www.ycombinator.com/companies/kiwify,https://kiwify.com.br/,W21,"FINTECH, EDUCATION"
Zage,"San Francisco, CA, USA",https://www.ycombinator.com/companies/zage,https://zage.app/,S21,FINTECH
Nano Technologies,"Hoàn Kiếm, Hanoi, Vietnam",https://www.ycombinator.com/companies/nano-technologies,http://www.vuiapp.vn/,W21,"SAAS, FINTECH"
Meru.com,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/meru-com,https://meru.com/,W21,"FINTECH, MARKETPLACE"
eqtble,"New York, NY, USA",https://www.ycombinator.com/companies/eqtble,https://eqtble.com/,W21,"B2B, SAAS"
Journey,,https://www.ycombinator.com/companies/journey,http://journey.io/,W21,"SAAS, B2B"
Blotout,"Fremont, CA, USA",https://www.ycombinator.com/companies/blotout,https://blotout.io/,W21,"DATA ENGINEERING, DEVELOPER TOOLS"
Blushh,"Seoul, South Korea",https://www.ycombinator.com/companies/blushh,https://www.letsblushh.com/en,W21,"COMMUNITY, ENTERTAINMENT"
Kanda,"Birmingham, UK",https://www.ycombinator.com/companies/kanda,https://www.getkanda.com/,W21,"SAAS, FINTECH, PROPTECH"
Chorus,"San Francisco, CA, USA",https://www.ycombinator.com/companies/chorus,https://chorusmeditation.com/,W21,"CONSUMER HEALTH SERVICES, MENTAL HEALTH TECH"
NextPay,"Makati, Metro Manila, Philippines",https://www.ycombinator.com/companies/nextpay,https://nextpay.world/,W21,"B2B, BANKING AS A SERVICE, FINTECH"
Camlist,"London, UK",https://www.ycombinator.com/companies/camelan,https://www.camlist.com/,W21,MARKETPLACE
Alltruists,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/alltruists,http://www.alltruists.com/,W21,
TimeTackle,"San Jose, CA, USA",https://www.ycombinator.com/companies/timetackle,https://www.timetackle.com/,W21,"MACHINE LEARNING, B2B, SAAS"
MagicBell,"Barcelona, Spain",https://www.ycombinator.com/companies/magicbell,https://magicbell.com/,W21,"DEVELOPER TOOLS, SAAS"
Terra,"London, UK",https://www.ycombinator.com/companies/terra,http://tryterra.co/,W21,"SAAS, B2B"
Reshape Biotech,"Copenhagen, Denmark",https://www.ycombinator.com/companies/reshape-biotech,http://reshapebiotech.com/,W21,ROBOTICS
Pipe|bio,"Aarhus, Denmark",https://www.ycombinator.com/companies/pipe-bio,https://pipebio.com/,W21,"MACHINE LEARNING, SAAS, AI-POWERED DRUG DISCOVERY"
SwiftSku,"Birmingham, AL, USA",https://www.ycombinator.com/companies/swiftsku,https://swiftsku.com/,W21,"B2B, SAAS, DATA ENGINEERING"
Kilobaser,"Graz, Austria",https://www.ycombinator.com/companies/kilobaser,https://www.kilobaser.com/,W21,"MEDICAL DEVICE, HARD TECH, HARDWARE"
My NextDerma,"Zapopan, Jalisco, Mexico",https://www.ycombinator.com/companies/my-nextderma,https://mynextderma.com/,W21,"CONSUMER HEALTH SERVICES, TELEMEDICINE"
H3X Technologies,"Minneapolis, MN, USA",https://www.ycombinator.com/companies/h3x-technologies,http://h3x.tech/,W21,
Clear,"London, UK",https://www.ycombinator.com/companies/clear,https://getclearapp.com/,W21,
Mayanalytics,"Las Vegas, NV, USA",https://www.ycombinator.com/companies/mayanalytics,https://www.mayanalytics.com/,W21,
Triomics,"New Delhi, Delhi, India",https://www.ycombinator.com/companies/triomics,https://www.triomics.in/,W21,"SAAS, B2B"
Arpio,"Durham, NC, USA",https://www.ycombinator.com/companies/arpio,https://arpio.io/,W21,"B2B, SAAS, CLOUD WORKLOAD PROTECTION"
Authologic,"Warsaw, Poland",https://www.ycombinator.com/companies/authologic,https://authologic.com/,W21,"FINTECH, DEVELOPER TOOLS"
Waydev,"San Francisco, CA, USA",https://www.ycombinator.com/companies/waydev,https://waydev.co/,W21,"DATA ENGINEERING, SAAS, DEVELOPER TOOLS"
Nuntius Therapeutics,"London, UK",https://www.ycombinator.com/companies/nuntius-therapeutics,http://www.nuntiustx.com/,W21,"GENE THERAPY, NANOMEDICINES"
MindPortal,"San Francisco, CA, USA",https://www.ycombinator.com/companies/mindportal,https://www.mindportal.com/,W21,"ARTIFICAL INTELLIGENCE, HARDWARE, NEUROTECHNOLOGY"
MeetAnyway,"Stuttgart, Germany",https://www.ycombinator.com/companies/meetanyway,https://meetanyway.com/,W21,"SAAS, B2B"
Avion School,"Manila, Metro Manila, Philippines",https://www.ycombinator.com/companies/avion-school,https://avionschool.com/,W21,"ELEARNING, RECRUITING, EDUCATION"
Forcyte Biotechnologies,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/forcyte-biotechnologies,https://forcytebio.com/,W21,
ContentFly,"Toronto, ON, Canada",https://www.ycombinator.com/companies/contentfly,http://contentfly.com/,W21,ARTIFICAL INTELLIGENCE
BOITAS.COM,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/boitas-com,http://www.boitas.com/,W21,MARKETPLACE
Outfit,"Evanston, IL, USA",https://www.ycombinator.com/companies/outfit,https://buildoutfit.com/,W21,
Runops,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/runops,https://runops.io/,W21,"DEVSECOPS, DEVELOPER TOOLS"
Routine,"Paris, France",https://www.ycombinator.com/companies/routine,http://routine.co/,W21,
Djamo,"Abidjan, Côte d'Ivoire",https://www.ycombinator.com/companies/djamo,https://www.djamo.ci/,W21,FINTECH
Turing College,"Vilnius, Lithuania",https://www.ycombinator.com/companies/turing-college,https://www.turingcollege.com/,W21,EDUCATION
HUBUC,"Barcelona, Spain",https://www.ycombinator.com/companies/hubuc,https://www.hubuc.com/,W21,"BANKING AS A SERVICE, FINTECH"
Wasp,"Zagreb, Croatia",https://www.ycombinator.com/companies/wasp,https://wasp-lang.dev/,W21,"SAAS, DEVELOPER TOOLS"
MarqVision,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/marqvision,https://www.marqvision.com/,S21,
Blink,"Milan, Metropolitan City of Milan, Italy",https://www.ycombinator.com/companies/blink,https://www.blinklastmile.com/en/,W21,
Vendease,"Lagos, Nigeria",https://www.ycombinator.com/companies/vendease,https://vendease.com/,W21,"MARKETPLACE, B2B"
Jiga,"Tel Aviv-Yafo, Israel",https://www.ycombinator.com/companies/jiga,https://www.jiga3d.com/,W21,"B2B, MARKETPLACE"
Mezli,"San Mateo, CA, USA",https://www.ycombinator.com/companies/mezli,https://www.mezli.com/,W21,"GHOST KITCHENS, FOOD SERVICE ROBOTS & MACHINES, ROBOTICS"
Cheqout,"San Francisco, CA, USA",https://www.ycombinator.com/companies/cheqout,https://cheqout.com/,W21,
Broad,"London, UK",https://www.ycombinator.com/companies/broad,http://www.broad.app/,W21,FINTECH
Estoca,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/estoca,https://www.estoca.com.br/en,W21,"B2B, ECOMMERCE"
Recover,"San Diego, CA, USA",https://www.ycombinator.com/companies/recover,https://www.letsrecover.com/,W21,"MENTAL HEALTH TECH, GOVTECH, TELEMEDICINE"
Navattic,"San Francisco, CA, USA",https://www.ycombinator.com/companies/navattic,https://www.navattic.com/,W21,"SAAS, B2B"
Neuro,"Bath, UK",https://www.ycombinator.com/companies/neuro,https://getneuro.ai/,W21,"MACHINE LEARNING, DEVELOPER TOOLS, AIOPS"
UPchieve,"New York, NY, USA",https://www.ycombinator.com/companies/upchieve,https://www.upchieve.org/,W21,"NONPROFIT, EDUCATION"
Awari,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/awari,https://awari.com.br/,W21,"ELEARNING, EDUCATION"
Somos,"Medellín, Medellin, Antioquia, Colombia",https://www.ycombinator.com/companies/somos,http://somosinternet.co/,W21,
Voosh,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/voosh,https://www.voosh.in/,W21,"MARKETPLACE, GHOST KITCHENS"
Friz,Singapore,https://www.ycombinator.com/companies/friz,https://www.usefriz.com/,W21,FINTECH
Poliglota,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/poliglota,https://www.poliglota.org/,W21,
NowPay,"Cairo, Cairo Governorate, Egypt",https://www.ycombinator.com/companies/nowpay,https://www.nowpay.com/,W21,"BANKING AS A SERVICE, FINTECH"
Dayra,"Cairo, Cairo Governorate, Egypt",https://www.ycombinator.com/companies/dayra,https://dayra.co/,W21,"BANKING AS A SERVICE, FINTECH"
Thryft,"Mountain View, CA, USA",https://www.ycombinator.com/companies/thryft,https://thryft.shop/,W21,SAAS
wOS,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/wos,https://app.getwos.co/,W21,"MACHINE LEARNING, COMPUTER VISION"
Jetdocs,"Toronto, ON, Canada",https://www.ycombinator.com/companies/jetdocs,https://jetdocs.io/,W21,"SAAS, B2B"
Gigs,"Berlin, Germany",https://www.ycombinator.com/companies/gigs,https://gigs.tel/,W21,"FINTECH, IOT"
BusinessOnBot,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/businessonbot,https://www.businessonbot.com/,W21,"ECOMMERCE, ARTIFICAL INTELLIGENCE, SAAS"
Uiflow,"San Francisco, CA, USA",https://www.ycombinator.com/companies/uiflow,https://www.uiflow.com/,W21,
REGENT,"Boston, MA, USA",https://www.ycombinator.com/companies/regent,http://regentcraft.com/,W21,"AIRPLANES, ELECTRIC VEHICLES"
Spline,"12350 Pinecrest Rd, Reston, VA 20191, USA",https://www.ycombinator.com/companies/spline,http://spline.design/,W21,DESIGN TOOLS
OlaClick,"Lima, Peru",https://www.ycombinator.com/companies/olaclick,https://www.olaclick.net/,W21,"MARKETPLACE, SAAS"
Treinta,"Bogota, Colombia",https://www.ycombinator.com/companies/treinta,https://www.treinta.co/,W21,"B2B, FINTECH"
Svix,"San Francisco, CA, USA",https://www.ycombinator.com/companies/svix,https://www.svix.com/,W21,
Foster,"New York, NY, USA",https://www.ycombinator.com/companies/compound-writing,https://foster.to/,W21,
Machine26,"Berlin, Germany",https://www.ycombinator.com/companies/machine26,https://www.machine26.com/,W21,MARKETPLACE
Leap Club,"Delhi, India",https://www.ycombinator.com/companies/leap-club,https://leapclub.in/,W21,"MARKETPLACE, ECOMMERCE, GROCERY"
inBalance,"Cambridge, MA, USA",https://www.ycombinator.com/companies/inbalance,https://inbalanceresearch.com/,W21,"SAAS, ENERGY STORAGE, DEEP LEARNING"
Rejoy Health,"Santa Clara, CA, USA",https://www.ycombinator.com/companies/rejoy-health,https://www.rejoyhealth.com/,W21,"TELEMEDICINE, ARTIFICAL INTELLIGENCE, CONSUMER HEALTH SERVICES"
Alpas,"Berlin, Germany",https://www.ycombinator.com/companies/alpas,https://alpas.ai/,W21,"DATA ENGINEERING, B2B, MACHINE LEARNING"
GreaseBoss,"Sunshine Coast QLD, Australia",https://www.ycombinator.com/companies/greaseboss,https://www.greaseboss.io/,W21,"HARDWARE, IOT"
Galaxy,"San Francisco, CA, USA",https://www.ycombinator.com/companies/galaxy,https://galaxyfinance.com/,W21,FINTECH
Moonshot Brands,"Oakland, CA, USA",https://www.ycombinator.com/companies/moonshot-brands,http://moonshotbrands.com/,W21,ECOMMERCE
HiGeorge,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/higeorge,https://hi-george.com/,W21,"B2B, SAAS, DATA ENGINEERING"
Kidato,"Nairobi, Kenya",https://www.ycombinator.com/companies/kidato,https://www.kidato.co/,W21,EDUCATION
FlutterFlow,"Mountain View, CA, USA",https://www.ycombinator.com/companies/flutterflow,https://flutterflow.io/,W21,"B2B, SAAS"
AgendaPro,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/agendapro,https://www.agendapro.com/,W21,"ECOMMERCE, SAAS"
Kitemaker,"Oslo, Norway",https://www.ycombinator.com/companies/kitemaker,https://www.kitemaker.co/,W21,
Infracost,"Edinburgh, UK",https://www.ycombinator.com/companies/infracost,https://infracost.io/,W21,"B2B, DEVSECOPS, DEVELOPER TOOLS"
Chatwoot,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/chatwoot,https://www.chatwoot.com/,W21,B2B
Prendea,"Barranco, Peru",https://www.ycombinator.com/companies/prendea,https://prendea.com/,W21,"SUBSCRIPTIONS, ELEARNING, EDUCATION"
Pagaloop,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/pagaloop,https://www.pagaloop.com/,W21,FINTECH
Sturdy,"Stockholm, Sweden",https://www.ycombinator.com/companies/sturdy,https://getsturdy.com/,W21,"SAAS, DEVELOPER TOOLS"
Ziina,Dubai - United Arab Emirates,https://www.ycombinator.com/companies/ziina,https://www.ziina.com/,W21,FINTECH
Vue Storefront,"Warsaw, Poland",https://www.ycombinator.com/companies/vue-storefront,https://www.vuestorefront.io/,W21,"B2B, ECOMMERCE, SAAS"
Lunatic,"Vienna, Austria",https://www.ycombinator.com/companies/lunatic,https://lunatic.solutions/,W21,"SAAS, DEVELOPER TOOLS"
Zealth,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/zealth,https://zealth-ai.com/,W21,
Houm,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/houm,https://houm.com/,W21,"MARKETPLACE, PROPTECH"
Mono,"Lagos, Nigeria",https://www.ycombinator.com/companies/mono,https://mono.co/,W21,
Athens Research,"San Francisco, CA, USA",https://www.ycombinator.com/companies/athens-research,https://github.com/athensresearch/athens/,W21,DEVELOPER TOOLS
Entelexo Biotherapeutics,"Irvine, CA, USA",https://www.ycombinator.com/companies/entelexo-biotherapeutics,https://www.entelexo.com/,W21,
Morada Uno,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/morada-uno,http://www.moradauno.com.mx/,W21,
Z1,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/z1,https://z1.app/,W21,FINTECH
Haystack,"San Francisco, CA, USA",https://www.ycombinator.com/companies/haystack,https://usehaystack.io/,W21,
Mendel,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/mendel,https://somosmendel.com/,W21,"B2B, FINTECH"
Preki,"Bogota, Colombia",https://www.ycombinator.com/companies/preki,http://www.preki.com/,W21,"ECOMMERCE, MARKETPLACE"
Ontop,"Bogota, Colombia",https://www.ycombinator.com/companies/ontop,https://ontop.ai/,W21,"B2B, SAAS, FINTECH"
Stayflexi,"San Francisco, CA, USA",https://www.ycombinator.com/companies/stayflexi,https://business.stayflexi.com/,W21,
Pyroscope,"Oakland, CA, USA",https://www.ycombinator.com/companies/pyroscope,https://pyroscope.io/,W21,"SAAS, KUBERNETES, DEVELOPER TOOLS"
Moxion Power Co.,"Richmond, CA, USA",https://www.ycombinator.com/companies/moxion-power-co,https://www.moxionpower.com/,W21,"ELECTRIC VEHICLES, ALTERNATIVE BATTERY TECH, ENERGY STORAGE"
Compose.ai,"San Francisco, CA, USA",https://www.ycombinator.com/companies/compose-ai,https://compose.ai/,W21,ARTIFICAL INTELLIGENCE
Manara,"Berkeley, CA, USA",https://www.ycombinator.com/companies/manara,http://www.manara.tech/,W21,"EDUCATION, RECRUITING"
Venu (Wvrld Studios Inc.),"San Jose, CA, USA",https://www.ycombinator.com/companies/venu,https://www.venu3d.com/,W21,"COMMUNITY, B2B, VIRTUAL REALITY"
Biodock,"Austin, TX, USA",https://www.ycombinator.com/companies/biodock,https://www.biodock.ai/,W21,"ARTIFICAL INTELLIGENCE, SAAS, DEEP LEARNING"
Fable,"New York, NY, USA",https://www.ycombinator.com/companies/fable,https://www.tryfable.com/,W21,SAAS
Satchel,"San Francisco, CA, USA",https://www.ycombinator.com/companies/satchel-2,https://heysatchel.com/,W21,"B2B, MARKETPLACE"
Mythia,"San Francisco, CA, USA",https://www.ycombinator.com/companies/mythia,https://mythia.com/,W21,"FINTECH, GAMING"
Betterhalf,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/betterhalf,https://betterhalf.ai/,W21,MARKETPLACE
Worksphere,"Seattle, WA, USA",https://www.ycombinator.com/companies/worksphere,https://www.worksphere.com/,W21,"B2B, SAAS"
Pickle,"Salt Lake City, UT, USA",https://www.ycombinator.com/companies/pickle,https://pickleai.com/,W21,"SAAS, MACHINE LEARNING, ARTIFICAL INTELLIGENCE"
Redcliffe Lifesciences,"Delhi, India",https://www.ycombinator.com/companies/redcliffe-lifesciences,https://www.redcliffels.com%2C%20https//crysta.care,W21,"FERTILITY TECH, PEDIATRICS, CONSUMER HEALTH SERVICES"
Seer,"Palo Alto, CA, USA",https://www.ycombinator.com/companies/seer,https://www.helloseer.com/,W21,SAAS
FitHub,"Barranquilla, Atlantico, Colombia",https://www.ycombinator.com/companies/fithub-2,https://www.fithub.com.co/,W21,"ECOMMERCE, GROCERY"
Prefix,"Los Altos, CA, USA",https://www.ycombinator.com/companies/prefix,https://www.prefix.app/,W21,ROBOTIC PROCESS AUTOMATION
CreatorOS - Questbook,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/creatoros-questbook,https://questbook.app/,W21,EDUCATION
Aerotime,"San Francisco, CA, USA",https://www.ycombinator.com/companies/aerotime,https://www.aerotime.ai/,W21,
Newzip,"Nashville, TN, USA",https://www.ycombinator.com/companies/newzip,https://www.newzip.com/,W21,"PROPTECH, MARKETPLACE"
Taste,"New York, NY, USA",https://www.ycombinator.com/companies/taste,https://gettaste.com/,W21,"GHOST KITCHENS, DELIVERY, MARKETPLACE"
ZOKO,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/zoko,https://www.zoko.io/,W21,"SAAS, ECOMMERCE"
Corrily,,https://www.ycombinator.com/companies/corrily,http://www.corrily.com/,W21,FINTECH
Finantier,Singapore,https://www.ycombinator.com/companies/finantier,https://finantier.co/,W21,"B2B, SAAS, FINTECH"
Tint,"San Francisco, CA, USA",https://www.ycombinator.com/companies/tint,http://www.tint.ai/,W21,"ARTIFICAL INTELLIGENCE, DEVELOPER TOOLS, FINTECH"
Lastbit,"San Francisco, CA, USA",https://www.ycombinator.com/companies/lastbit,https://www.lastbit.io/,W21,"CRYPTOCURRENCY, FINTECH"
InpharmD,"Atlanta, GA, USA",https://www.ycombinator.com/companies/inpharmd,https://www.inpharmd.com/,W21,"TELEMEDICINE, ARTIFICAL INTELLIGENCE, B2B"
Simplify Jobs,"San Francisco, CA, USA",https://www.ycombinator.com/companies/simplify-jobs,https://simplify.jobs/,W21,
Unschool,"Hyderabad, Telangana, India",https://www.ycombinator.com/companies/unschool,https://www.unschool.in/,W21,"ELEARNING, EDUCATION"
Tilt,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/tilt-2,https://tilt.bike/,W21,HARDWARE
Juicy Marbles,"Ljubljana, Slovenia",https://www.ycombinator.com/companies/juicy-marbles,https://juicymarbles.com/,W21,
Milk Video,"New York, NY, USA",https://www.ycombinator.com/companies/milk-video,https://milkvideo.com/,W21,"B2B, DESIGN TOOLS"
"STOKE Space Technologies, Inc","Seattle, WA, USA",https://www.ycombinator.com/companies/stoke-space-technologies-inc,https://www.stoke-space.com/,W21,
Clicoh,"Córdoba, Cordoba, Argentina",https://www.ycombinator.com/companies/clicoh,http://clicoh.com/,W21,"B2B, WAREHOUSE MANAGEMENT TECH, AUTONOMOUS SHIPPING"
ProcessLabs,"San Francisco, CA, USA",https://www.ycombinator.com/companies/processlabs,https://www.processlabs.ai/,W21,"SAAS, DEVELOPER TOOLS, B2B"
Dyte,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/dyte,https://dyte.io/,W21,
Referenceable,"San Francisco, CA, USA",https://www.ycombinator.com/companies/referenceable,https://www.referenceable.io/,W21,"ARTIFICAL INTELLIGENCE, SAAS, B2B"
SoloSuit,"Provo, UT, USA",https://www.ycombinator.com/companies/solosuit,https://www.solosuit.com/,W21,FINTECH
TRACTIAN,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/tractian,https://tractian.com/,W21,"IOT, HARDWARE"
AutoProctor,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/autoproctor,https://autoproctor.co/,W21,"RECRUITING, EDUCATION"
AcadPal,"Pune, Maharashtra, India",https://www.ycombinator.com/companies/acadpal,https://www.acadpal.com/,W21,"ELEARNING, EDUCATION"
Dendron,"Seattle, WA, USA",https://www.ycombinator.com/companies/dendron,https://dendron.so/,W21,"ASSISTIVE TECH, DEVELOPER TOOLS"
Codingal,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/codingal,https://www.codingal.com/,W21,EDUCATION
Resquared,"Cincinnati, OH, USA",https://www.ycombinator.com/companies/resquared,http://re2.ai/,W21,"SAAS, B2B, PROPTECH"
QuickNode,"Miami, FL, USA",https://www.ycombinator.com/companies/quiknode,https://www.quicknode.com/,W21,"SAAS, DEVELOPER TOOLS, BLOCKCHAIN"
ProPhone,"Boston, MA, USA",https://www.ycombinator.com/companies/prophone,https://www.prophone.com/,W21,SAAS
Quotabook,"Seoul, South Korea",https://www.ycombinator.com/companies/quotabook,https://quotabook.com/en,W21,"SAAS, B2B, FINTECH"
Flextock,"Cairo, Cairo Governorate, Egypt",https://www.ycombinator.com/companies/flextock,http://www.flextock.com/,W21,"ECOMMERCE, B2B, WAREHOUSE MANAGEMENT TECH"
Serverless Stack,"Toronto, ON, Canada",https://www.ycombinator.com/companies/sst,https://serverless-stack.com/,W21,DEVELOPER TOOLS
Partnered,"New York, NY, USA",https://www.ycombinator.com/companies/partnered-2,https://partnered.com/,W21,"SAAS, B2B"
Homebase,"Ho Chi Minh City, Vietnam",https://www.ycombinator.com/companies/homebase,http://www.gethomebase.com/,W21,"PROPTECH, FINTECH"
Benga,"Tel Aviv-Yafo, Israel",https://www.ycombinator.com/companies/benga,https://www.getbenga.com/,W21,"SAAS, FINTECH, B2B"
LogisticsOS,"Pleasanton, CA, USA",https://www.ycombinator.com/companies/logisticsos,https://logisticsos.com/,W21,"SAAS, ECOMMERCE, DELIVERY"
Veera Health,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/veera-health,https://www.veerahealth.com/,W21,CONSUMER HEALTH SERVICES
LightTwist,"Boulder, CO, USA",https://www.ycombinator.com/companies/lighttwist,https://lighttwist.io/,W21,"DESIGN TOOLS, AUGMENTED REALITY, COMPUTER VISION"
Trendpop,"San Francisco, CA, USA",https://www.ycombinator.com/companies/trendpop,http://trendpop.social/,W21,
Text Blaze,"San Francisco, CA, USA",https://www.ycombinator.com/companies/text-blaze,https://blaze.today/,W21,B2B
Sendbox,"Lagos, Nigeria",https://www.ycombinator.com/companies/sendbox,https://sendbox.co/,W21,ECOMMERCE
Coderhouse,"Buenos Aires, Argentina",https://www.ycombinator.com/companies/coderhouse,https://www.coderhouse.com/,W21,"COMMUNITY, ELEARNING, EDUCATION"
Enode,"Oslo, Norway",https://www.ycombinator.com/companies/enode,http://www.enode.io/,W21,"IOT, ELECTRIC VEHICLES"
Zapt,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/zapt,https://www.zapt.com.br/,W21,MARKETPLACE
Datrics,"San Francisco, CA, USA",https://www.ycombinator.com/companies/datrics,https://datrics.ai/,W21,"FINTECH, MACHINE LEARNING, B2B"
Great Question,"Oakland, CA, USA",https://www.ycombinator.com/companies/great-question,https://greatquestion.co/,W21,"B2B, DESIGN TOOLS, SAAS"
