Company,Location,YC Profile Page,Domain Name,YC Batch,Industries
Abatable,"London, UK",https://www.ycombinator.com/companies/abatable,http://www.abatable.com/,S21,"MARKETPLACE, CARBON CAPTURE AND REMOVAL, B2B"
ContraForce,"McKinney, TX, USA",https://www.ycombinator.com/companies/contraforce,https://www.contraforce.com/,S21,"ARTIFICAL INTELLIGENCE, SECURITY, SAAS"
Storylane,"Santa Clara, CA, USA",https://www.ycombinator.com/companies/storylane,https://www.storylane.io/,S21,"B2B, SAAS"
Byte Kitchen Limited,"Mountain View, CA, USA",https://www.ycombinator.com/companies/byte-kitchen-limited,https://www.bytekitchen.io/,S21,GHOST KITCHENS
Moving Parts,"Berlin, Germany",https://www.ycombinator.com/companies/moving-parts,https://movingparts.io/,S21,DEVELOPER TOOLS
Membo,"Tallinn, Estonia",https://www.ycombinator.com/companies/membo,https://membo.ee/,S21,"MARKETPLACE, DELIVERY, GROCERY"
Orderli,"Amsterdam, Netherlands",https://www.ycombinator.com/companies/orderli,https://orderli.com/en,S21,"SAAS, B2B, ECOMMERCE"
Suplias,"Lagos, Nigeria",https://www.ycombinator.com/companies/suplias,https://suplias.com/,S21,"B2B, MARKETPLACE"
Abhi,"Karachi, Karachi City, Sindh, Pakistan",https://www.ycombinator.com/companies/abhi,http://abhi.com.pk/,S21,FINTECH
Pandai,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.ycombinator.com/companies/pandai,https://www.pandai.org/,S21,"SUBSCRIPTIONS, SAAS, EDUCATION"
Verde,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/verde,https://www.verde.agr.br/,S21,FINTECH
Coinfeeds,"San Francisco, CA, USA",https://www.ycombinator.com/companies/coinfeeds,https://coinfeeds.io/,S21,"MACHINE LEARNING, CRYPTOCURRENCY"
Baubap,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/baubap,https://www.baubap.com/,S21,MACHINE LEARNING
Kapacity.io,"Helsinki, Finland",https://www.ycombinator.com/companies/kapacity-io,https://kapacity.io/,S21,"B2B, SMART GRID"
Plug,"Rio de Janeiro, State of Rio de Janeiro, Brazil",https://www.ycombinator.com/companies/plug,http://www.plugpagamentos.com/,S21,"SAAS, B2B"
Stownest,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/stownest,https://stownest.com/,S21,
Filadd,"Córdoba, Cordoba, Argentina",https://www.ycombinator.com/companies/filadd,https://courses.filadd.com/,S21,"COMMUNITY, ELEARNING, EDUCATION"
Dime,"San Francisco, CA, USA",https://www.ycombinator.com/companies/dime,https://www.dimecollect.com/,S21,"MARKETPLACE, BLOCKCHAIN"
PAYZE,"Tbilisi, Georgia",https://www.ycombinator.com/companies/payze,https://payze.io/,S21,FINTECH
Female Invest,"Copenhagen, Denmark",https://www.ycombinator.com/companies/female-invest,https://www.femaleinvest.com/,S21,ELEARNING
Siglo Network,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/siglo-network,https://siglo.com/,S21,FINTECH
Buoyant,"San Francisco, CA, USA",https://www.ycombinator.com/companies/buoyant,https://www.buoyant.aero/,S21,"DRONES, ROBOTICS, AUTONOMOUS DELIVERY"
Bedrock AI,"Toronto, ON, Canada",https://www.ycombinator.com/companies/bedrock-ai,https://bedrock-ai.com/,S21,"ARTIFICAL INTELLIGENCE, FINTECH, DEEP LEARNING"
Greenwork,"San Francisco, CA, USA",https://www.ycombinator.com/companies/greenwork,https://joingreenwork.com/,S21,RECRUITING
Nomod,Dubai - United Arab Emirates,https://www.ycombinator.com/companies/nomod,https://nomod.com/,S21,FINTECH
Genomelink,"Berkeley, CA, USA",https://www.ycombinator.com/companies/genomelink,https://genomelink.io/,S21,
Lumify Care,"San Francisco, CA, USA",https://www.ycombinator.com/companies/lumify-care,https://www.lumifycare.com/,S21,"SAAS, B2B, HARDWARE"
Chari Co.,"Casablanca, Morocco",https://www.ycombinator.com/companies/chari-co,https://chari.co/,S21,"ECOMMERCE, GROCERY, FINTECH"
Noloco,"Dublin, Ireland",https://www.ycombinator.com/companies/noloco,https://noloco.io/,S21,DEVELOPER TOOLS
Litnerd,"New York, NY, USA",https://www.ycombinator.com/companies/litnerd,https://litnerd.com/,S21,
Dots 💸,"San Francisco, CA, USA",https://www.ycombinator.com/companies/dots-2,https://senddots.com/,S21,
Revery AI,"San Francisco, CA, USA",https://www.ycombinator.com/companies/revery-ai,https://revery.ai/,S21,"GENERATIVE AI, ECOMMERCE, ARTIFICAL INTELLIGENCE"
Slip,"Fort Worth, TX, USA",https://www.ycombinator.com/companies/slip,https://www.slip.so/,S21,"EDUCATION, ELEARNING, DEVELOPER TOOLS"
Examedi,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/examedi,https://www.examedi.com/,S21,"MARKETPLACE, CONSUMER HEALTH SERVICES"
Ancana,"Mérida, Yucatan, Mexico",https://www.ycombinator.com/companies/ancana,https://www.ancana.co/,S21,"TRAVEL, MARKETPLACE, PROPTECH"
Onfolk,"London, UK",https://www.ycombinator.com/companies/onfolk,http://onfolk.com/,S21,"SAAS, B2B"
CostCertified,"Calgary, AB, Canada",https://www.ycombinator.com/companies/costcertified,https://costcertified.com/,S21,"MARKETPLACE, FINTECH"
FloatPays (Pty) Ltd,"Cape Town, South Africa",https://www.ycombinator.com/companies/floatpays-pty-ltd,https://www.floatpays.co.za/,S21,FINTECH
TransAstra Corporation,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/transastra-corporation,https://www.transastracorp.com/,S21,
The Breakaway,"Truckee, CA 96161, USA",https://www.ycombinator.com/companies/the-breakaway,https://www.breakaway.app/,S21,"SUBSCRIPTIONS, SPORTS TECH"
Matrubials Inc.,"Davis, CA, USA",https://www.ycombinator.com/companies/matrubials-inc,https://matrubials.com/,S21,
Sirka,"Jakarta, Indonesia",https://www.ycombinator.com/companies/sirka,https://www.sirka.io/,S21,CONSUMER HEALTH SERVICES
Mentum,"San Francisco, CA, USA",https://www.ycombinator.com/companies/mentum,http://getmentum.com/,S21,"B2B, FINTECH"
Meticulous,"London, UK",https://www.ycombinator.com/companies/meticulous,https://www.meticulous.ai/,S21,"HARD TECH, SAAS, DEVELOPER TOOLS"
Warrant,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/warrant,https://warrant.dev/,S21,"B2B, DEVELOPER TOOLS"
Spark Studio,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/spark-studio,https://sparkstudio.co/,S21,"EDUCATION, ELEARNING, AI-ENHANCED LEARNING"
Endla,"Brisbane QLD, Australia",https://www.ycombinator.com/companies/endla,https://endla.com/,S21,
Levo,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/levo,https://www.levo.mx/,S21,FINTECH
Marble,"Seattle, WA, USA",https://www.ycombinator.com/companies/marble,https://www.rentmarble.com/,S21,PROPTECH
HeyCharge,"Munich, Germany",https://www.ycombinator.com/companies/heycharge,https://heycharge.io/,S21,"PROPTECH, IOT, ELECTRIC VEHICLES"
Heimdal,"Oxford, UK",https://www.ycombinator.com/companies/heimdal,https://www.heimdalccu.com/,S21,"HARDWARE, CARBON CAPTURE AND REMOVAL"
Evidently AI,"San Francisco, CA, USA",https://www.ycombinator.com/companies/evidently-ai,https://evidentlyai.com/,S21,"B2B, DEVELOPER TOOLS, MACHINE LEARNING"
Whaly,"Paris, France",https://www.ycombinator.com/companies/whaly,https://whaly.io/,S21,DATA ENGINEERING
Flowly,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/flowly,https://www.flowly.world/,S21,"MENTAL HEALTH TECH, VR HEALTH, CONSUMER HEALTH SERVICES"
Hera,"Paris, France",https://www.ycombinator.com/companies/hera,https://hera.so/,S21,
Lernit,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/lernit,https://www.lernit.mx/,S21,"B2B, SAAS, ELEARNING"
Astek Diagnostics Inc.,"Baltimore, MD, USA",https://www.ycombinator.com/companies/astek-diagnostics-inc,http://astekdx.com/,S21,"MEDICAL DEVICE, MICROFLUIDICS"
Freterium,"Casablanca, Morocco",https://www.ycombinator.com/companies/freterium,https://www.freterium.com/,S21,"B2B, SAAS"
Digistain,"London, UK",https://www.ycombinator.com/companies/digistain,https://digistain.co.uk/,S21,MEDICAL DEVICE
Protex AI,"Limerick, Ireland",https://www.ycombinator.com/companies/protex-ai,https://www.protex.ai/,S21,"INDUSTRIAL WORKPLACE SAFETY, SAAS"
Vinco,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/vinco,https://www.vincoed.com/,S21,"MARKETPLACE, SAAS, EDUCATION"
KaiPod Learning,"Boston, MA, USA",https://www.ycombinator.com/companies/kaipod-learning,http://www.kaipodlearning.com/,S21,EDUCATION
Kodda,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/kodda,https://kodda.mx/,S21,FINTECH
Aleph Solutions,"Buenos Aires, Argentina",https://www.ycombinator.com/companies/aleph-solutions,https://www.alephcrm.com/,S21,"B2B, MARKETPLACE, ECOMMERCE"
Zoios,"Copenhagen, Denmark",https://www.ycombinator.com/companies/zoios,https://zoios.io/,S21,SAAS
Kurios,"Lima, Peru",https://www.ycombinator.com/companies/kurios,https://kurios.la/,S21,"ELEARNING, B2B, EDUCATION"
"Encuadrado, Inc.","Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/encuadrado-inc,https://www.encuadrado.com/,S21,"FINTECH, MARKETPLACE, SAAS"
Shimmer,"San Francisco, CA, USA",https://www.ycombinator.com/companies/shimmer,https://shimmer.care/,S21,"COMMUNITY, MENTAL HEALTH TECH"
OneSchema,"San Francisco, CA, USA",https://www.ycombinator.com/companies/oneschema,https://www.oneschema.co/,S21,"B2B, SAAS"
Arengu,"A Coruña, Spain",https://www.ycombinator.com/companies/arengu,https://www.arengu.com/,S21,"DEVELOPER TOOLS, B2B, SAAS"
Goodseed,"Denver, CO, USA",https://www.ycombinator.com/companies/goodseed,https://investgoodseed.com/,S21,"SAAS, CRYPTOCURRENCY, FINTECH"
genei,"London, UK",https://www.ycombinator.com/companies/genei,https://genei.io/,S21,"ARTIFICAL INTELLIGENCE, GENERATIVE AI"
Snowboard Software,"Heidelberg, Germany",https://www.ycombinator.com/companies/snowboard-software,https://snowboard.software/,S21,"B2B, DATA ENGINEERING, SAAS"
ShipBlu,"Cairo, Cairo Governorate, Egypt",https://www.ycombinator.com/companies/shipblu,http://www.shipblu.com/,S21,"ARTIFICAL INTELLIGENCE, DELIVERY"
Whalesync,"Seattle, WA, USA",https://www.ycombinator.com/companies/whalesync,https://www.whalesync.com/,S21,"DEVELOPER TOOLS, DATA ENGINEERING, SAAS"
Milky Way AI,Singapore,https://www.ycombinator.com/companies/milky-way-ai,https://milkyway.ai/,S21,"SAAS, ARTIFICAL INTELLIGENCE, COMPUTER VISION"
Malloc,"Nicosia, Cyprus",https://www.ycombinator.com/companies/malloc,https://mallocprivacy.com/,S21,"ARTIFICAL INTELLIGENCE, SECURITY"
Sequin,"San Francisco, CA, USA",https://www.ycombinator.com/companies/sequin,http://www.sequincard.com/,S21,FINTECH
FastFarma,"Quito, Ecuador",https://www.ycombinator.com/companies/fastfarma,http://www.fastfarma.com/,S21,ECOMMERCE
Numary,"Paris, France",https://www.ycombinator.com/companies/numary,https://numary.com/,S21,"DEVELOPER TOOLS, FINTECH"
Mergent,"Austin, TX, USA",https://www.ycombinator.com/companies/mergent,https://mergent.co/,S21,DEVELOPER TOOLS
INFIUSS HEALTH,"Lagos, Nigeria",https://www.ycombinator.com/companies/infiuss-health,https://infiuss.com/,S21,SAAS
Comet Health,,https://www.ycombinator.com/companies/comet-health,https://trycomet.com/,S21,
Scispot.io Inc.,"Kitchener, ON, Canada",https://www.ycombinator.com/companies/scispot-io-inc,https://scispot.io/,S21,"B2B, SAAS"
CartX,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/cartx,https://cartx.io/,S21,"SAAS, ECOMMERCE"
Hypercontext,"Toronto, ON, Canada",https://www.ycombinator.com/companies/hypercontext,https://hypercontext.com/,S21,"AI-ENHANCED LEARNING, B2B, SAAS"
MazumaGo,"Victoria, BC, Canada",https://www.ycombinator.com/companies/mazumago,https://mazumago.com/,S21,FINTECH
Monto,"New York, NY, USA",https://www.ycombinator.com/companies/monto-2,https://www.monto.io/,S21,"B2B, ECOMMERCE"
Argonaut,"Sunnyvale, CA, USA",https://www.ycombinator.com/companies/argonaut,https://argonaut.dev/,S21,
mello 🦦,"Toronto, ON, Canada",https://www.ycombinator.com/companies/mello,http://www.itsmello.co/,S21,MENTAL HEALTH TECH
Matidor.com,"Vancouver, BC, Canada",https://www.ycombinator.com/companies/matidor-com,https://matidor.com/,S21,"GEOGRAPHIC INFORMATION SYSTEM, B2B, SAAS"
inai,"Delaware City, DE, USA",https://www.ycombinator.com/companies/inai,https://www.inai.io/,S21,FINTECH
Cero,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/cero,https://cero.ai/,S21,"ARTIFICAL INTELLIGENCE, B2B, CONSUMER HEALTH SERVICES"
MayaEats,"Sunnyvale, CA, USA",https://www.ycombinator.com/companies/mayaeats,https://www.mayaeats.com/,S21,"ARTIFICAL INTELLIGENCE, ECOMMERCE, GHOST KITCHENS"
DigiBuild Software Inc.,"Chicago, IL, USA",https://www.ycombinator.com/companies/digibuild-software-inc,https://digibuild.com/,S21,"PROPTECH, SAAS, BLOCKCHAIN"
Cloudanix,"Sunnyvale, CA, USA",https://www.ycombinator.com/companies/cloudanix,https://www.cloudanix.com/,S21,"CLOUD WORKLOAD PROTECTION, SECURITY, DEVSECOPS"
Enso,"Kraków, Poland",https://www.ycombinator.com/companies/enso,https://enso.org/,S21,"DATA ENGINEERING, MACHINE LEARNING, DEVELOPER TOOLS"
Monet,"Miami, FL, USA",https://www.ycombinator.com/companies/monet,https://monet.com.co/,S21,FINTECH
Ivella,"Santa Monica, CA, USA",https://www.ycombinator.com/companies/ivella,https://www.ivella.com/,S21,"BANKING AS A SERVICE, FINTECH"
Glitzi,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/glitzi,https://glitzi.com.mx/,S21,MARKETPLACE
NxFoods,"Munich, Germany",https://www.ycombinator.com/companies/nxfoods,https://nxfoods.com/,S21,
Covie,"Austin, TX, USA",https://www.ycombinator.com/companies/covie,https://www.covie.com/,S21,
Muse,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/muse,https://www.muse.place/,S21,"VIRTUAL REALITY, ECOMMERCE"
Perfekto,"Mexico City, CDMX, Mexico",https://www.ycombinator.com/companies/perfekto,https://www.perfekto.mx/,S21,"ECOMMERCE, SUBSCRIPTIONS"
Govly,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/govly,https://www.govly.com/,S21,"SAAS, GOVTECH"
Pideaky,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/pideaky,http://pideaky.com/,S21,"ECOMMERCE, SAAS, FINTECH"
Breadcrumbs.io,"San Francisco, CA, USA",https://www.ycombinator.com/companies/breadcrumbs-io,http://www.breadcrumbs.io/,S21,"B2B, SAAS"
Monto,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/monto,https://www.monto.mx/,S21,"BANKING AS A SERVICE, FINTECH"
Bree,"Vancouver, BC, Canada",https://www.ycombinator.com/companies/bree,https://www.trybree.com/,S21,FINTECH
Repool,"New York, NY, USA",https://www.ycombinator.com/companies/repool,http://repool.io/,S21,"SAAS, FINTECH"
Sprout,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/sprout,https://www.sproutfi.com/,S21,FINTECH
SenpAI.GG,"Boston, MA, USA",https://www.ycombinator.com/companies/senpai-gg,https://senpai.gg/,S21,"GAMING, ASSISTIVE TECH, ARTIFICAL INTELLIGENCE"
Onebrief,"Austin, TX, USA",https://www.ycombinator.com/companies/onebrief,https://onebrief.com/,S21,"SAAS, GOVTECH"
Iona Mind,"London, UK",https://www.ycombinator.com/companies/iona-mind,https://ionamind.com/,S21,
Jovian,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/jovian,https://www.jovian.ai/,S21,"RECRUITING, EDUCATION, MACHINE LEARNING"
Rinse,"San Francisco, CA, USA",https://www.ycombinator.com/companies/rinse,http://www.rinse.dental/,S21,PRIMARY CARE
SalaryBox,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/salarybox,https://www.salarybox.in/,S21,"SAAS, FINTECH"
Secoda,"Toronto, ON, Canada",https://www.ycombinator.com/companies/secoda,https://secoda.co/,S21,"B2B, SAAS, DATA ENGINEERING"
Locale,"San Jose, CA, USA",https://www.ycombinator.com/companies/locale,https://www.shoplocale.com/,S21,
Pirouette Medical,"Boston, MA, USA",https://www.ycombinator.com/companies/pirouette-medical,https://www.pirouettemedical.com/,S21,"COVID-19, MEDICAL DEVICE, VACCINES"
Micro Meat,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/micro-meat,http://www.micromeat.com/,S21,"CULTURED MEAT, CELLULAR AGRICULTURE"
Kodex,"Boston, MA, USA",https://www.ycombinator.com/companies/kodex,https://www.kodex.us/,S21,"B2B, GOVTECH, SAAS"
HyperLinq Inc.,"Kearny, NJ, USA",https://www.ycombinator.com/companies/hyperlinq-inc,https://hyperlinq.io/,S21,"FINTECH, BLOCKCHAIN, CRYPTOCURRENCY"
Maroo,"New York, NY, USA",https://www.ycombinator.com/companies/maroo,https://maroo.us/,S21,"SAAS, B2B, FINTECH"
Fitia,"Lima, Peru",https://www.ycombinator.com/companies/fitia,https://fitia.app/,S21,
trii,"Bogotá, Bogota, Colombia",https://www.ycombinator.com/companies/trii,https://trii.co/,S21,FINTECH
BriteHR,"Salt Lake City, UT, USA",https://www.ycombinator.com/companies/britehr,https://getbritehr.com/,S21,HEALTH INSURANCE
Tavus,,https://www.ycombinator.com/companies/tavus,https://www.tavus.io/,S21,
Forage,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/forage-2,http://www.joinforage.com/,S21,"GOVTECH, FINTECH"
Financial Choice,"Mountain View, CA, USA",https://www.ycombinator.com/companies/financial-choice,https://www.financialchoice.com/,S21,
Lariat Data,"New York, NY, USA",https://www.ycombinator.com/companies/lariat-data,http://lariatdata.com/,S21,"MACHINE LEARNING, SAAS, DEVELOPER TOOLS"
Tablevibe.co,Singapore,https://www.ycombinator.com/companies/tablevibe-co,https://www.tablevibe.co/,S21,"SUBSCRIPTIONS, GHOST KITCHENS, SAAS"
DailyBot,"Pereira, Risaralda, Colombia",https://www.ycombinator.com/companies/dailybot,https://www.dailybot.com/,S21,"DEVELOPER TOOLS, SAAS"
Rendalo Maq,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/rendalo-maq,https://www.rendalomaq.com/,S21,"SAAS, B2B, MARKETPLACE"
InstaKin,"Boston, MA, USA",https://www.ycombinator.com/companies/instakin,https://www.instakin.com/,S21,"MARKETPLACE, FINTECH"
Anakin,"San Francisco, CA, USA",https://www.ycombinator.com/companies/anakin,https://anakin.company/,S21,"B2B, SAAS, ECOMMERCE"
Bite Ninja,"Memphis, TN, USA",https://www.ycombinator.com/companies/bite-ninja,http://www.biteninja.com/,S21,"FOOD SERVICE ROBOTS & MACHINES, ARTIFICAL INTELLIGENCE, SAAS"
Keeper,"Austin, TX, USA",https://www.ycombinator.com/companies/keeper,https://www.keeper.app/,S21,FINTECH
Cabal,,https://www.ycombinator.com/companies/cabal,http://getcabal.com/,S21,"B2B, COMMUNITY, SAAS"
"V-Flow Medical, Inc","San Clemente, CA, USA",https://www.ycombinator.com/companies/v-flow-medical-inc,https://www.vflowmedicalinc.com/,S21,MEDICAL DEVICE
AppX,"New Delhi, Delhi, India",https://www.ycombinator.com/companies/appx,https://appx.co.in/,S21,"SAAS, EDUCATION"
AlgoUniversity,"Hyderabad, Telangana, India",https://www.ycombinator.com/companies/algouniversity,http://algouniversity.com/,S21,"INCOME SHARE AGREEMENTS, ELEARNING, EDUCATION"
Echoes HQ,"Amsterdam, Netherlands",https://www.ycombinator.com/companies/echoes-hq,https://echoeshq.com/,S21,SAAS
Advantage Club,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/advantage-club,https://www.advantageclub.co/,S21,"SAAS, FINTECH, B2B"
Nino Foods,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/nino-foods,https://linktr.ee/ninofoods,S21,"ECOMMERCE, DELIVERY, GHOST KITCHENS"
Rivia.AI,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/rivia-ai,https://rivia.ai/,S21,"B2B, ECOMMERCE, WAREHOUSE MANAGEMENT TECH"
BLUUMBIO,"Berkeley, CA, USA",https://www.ycombinator.com/companies/bluumbio,http://www.bluumbio.com/,S21,
Parallel Bio,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/parallel-bio,http://parallel.bio/,S21,AI-POWERED DRUG DISCOVERY
Zazos,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/zazos,https://zazos.com/en,S21,"B2B, SAAS"
Instacrops,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/instacrops,https://www.instacrops.com/,S21,"HARDWARE, MACHINE LEARNING, IOT"
BoldVoice,"New York, NY, USA",https://www.ycombinator.com/companies/boldvoice,https://boldvoice.com/,S21,"SPEECH RECOGNITION, EDUCATION"
Atmana,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/atmana,https://atmana.org/,S21,"CONSUMER HEALTH SERVICES, SUBSCRIPTIONS, MENTAL HEALTH TECH"
Deed,"New York, NY, USA",https://www.ycombinator.com/companies/deed,https://www.joindeed.com/,S21,B2B
Koshex,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/koshex,https://www.koshex.com/,S21,FINTECH
Walrus,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/walrus,https://walrus.club/,S21,FINTECH
Kalam Labs,"Lucknow, Uttar Pradesh, India",https://www.ycombinator.com/companies/kalam-labs,https://www.kalamlabs.in/,S21,"GAMING, CLOUD GAMING, EDUCATION"
Novo,"San Francisco, CA, USA",https://www.ycombinator.com/companies/novo,https://www.dojimatech.com/,S21,
Ananya Health,"San Francisco, CA, USA",https://www.ycombinator.com/companies/ananya-health,https://www.ananya.health/,S21,MEDICAL DEVICE
Flowbo Inc.,,https://www.ycombinator.com/companies/flowbo-inc,https://www.flowbo.co/,S21,"INCOME SHARE AGREEMENTS, FINTECH"
q&ai,"Philadelphia, PA, USA",https://www.ycombinator.com/companies/q-ai,https://qandai.org/,S21,"B2B, AI-ENHANCED LEARNING"
SolarMente,"Barcelona, Spain",https://www.ycombinator.com/companies/solarmente,https://solarmente.es/,S21,SOLAR POWER
Catena Biosciences,"Berkeley, CA, USA",https://www.ycombinator.com/companies/catena-biosciences,https://www.catenabiosciences.com/,S21,
